Date,Site,N2O_ppb,sd_N2O_ppb
2010-08-16,JFJ,324,0.76
2010-08-17,JFJ,323.78,0.64
2010-08-18,JFJ,323.75,0.52
2010-08-19,JFJ,323.56,0.55
2010-08-20,JFJ,324.05,0.41
2010-08-21,JFJ,323.93,0.55
2010-08-22,JFJ,324.04,0.36
2010-08-23,JFJ,324.19,0.49
2010-08-24,JFJ,323.76,0.52
2010-08-25,JFJ,323.61,0.42
2010-08-26,JFJ,323.95,0.52
2010-08-27,JFJ,323.91,0.57
2010-08-28,JFJ,-999999.99,-999.99
2010-08-29,JFJ,-999999.99,-999.99
2010-08-30,JFJ,-999999.99,-999.99
2010-08-31,JFJ,-999999.99,-999.99
2010-09-01,JFJ,-999999.99,-999.99
2010-09-02,JFJ,-999999.99,-999.99
2010-09-03,JFJ,-999999.99,-999.99
2010-09-04,JFJ,-999999.99,-999.99
2010-09-05,JFJ,-999999.99,-999.99
2010-09-06,JFJ,323.83,1.19
2010-09-07,JFJ,324.73,0.57
2010-09-08,JFJ,324.26,0.71
2010-09-09,JFJ,323.6,0.41
2010-09-10,JFJ,323.72,0.36
2010-09-11,JFJ,324.11,0.43
2010-09-12,JFJ,324.38,0.81
2010-09-13,JFJ,323.94,0.39
2010-09-14,JFJ,323.96,0.34
2010-09-15,JFJ,324.13,0.5
2010-09-16,JFJ,323.95,0.62
2010-09-17,JFJ,323.94,0.44
2010-09-18,JFJ,323.89,0.55
2010-09-19,JFJ,323.79,0.62
2010-09-20,JFJ,323.97,0.49
2010-09-21,JFJ,324.11,0.46
2010-09-22,JFJ,323.99,0.37
2010-09-23,JFJ,324.09,0.4
2010-09-24,JFJ,324.55,0.63
2010-09-25,JFJ,324.27,0.47
2010-09-26,JFJ,324.22,0.35
2010-09-27,JFJ,323.91,0.34
2010-09-28,JFJ,324,0.54
2010-09-29,JFJ,323.93,0.36
2010-09-30,JFJ,324.27,0.3
2010-10-01,JFJ,324.61,0.83
2010-10-02,JFJ,324.17,0.41
2010-10-03,JFJ,324.62,0.65
2010-10-04,JFJ,324.91,0.58
2010-10-05,JFJ,324.44,0.42
2010-10-06,JFJ,324.05,0.39
2010-10-07,JFJ,324.24,0.45
2010-10-08,JFJ,324.27,0.35
2010-10-09,JFJ,324.27,0.46
2010-10-10,JFJ,324.33,0.47
2010-10-11,JFJ,324.16,0.45
2010-10-12,JFJ,324.14,0.35
2010-10-13,JFJ,323.83,0.4
2010-10-14,JFJ,324.04,0.32
2010-10-15,JFJ,324.17,0.4
2010-10-16,JFJ,324.5,0.69
2010-10-17,JFJ,324.97,0.51
2010-10-18,JFJ,324.52,0.37
2010-10-19,JFJ,324.1,0.42
2010-10-20,JFJ,324.31,0.58
2010-10-21,JFJ,324.12,0.37
2010-10-22,JFJ,324.43,0.52
2010-10-23,JFJ,324.28,0.51
2010-10-24,JFJ,324.56,0.63
2010-10-25,JFJ,324.38,0.67
2010-10-26,JFJ,324.23,0.54
2010-10-27,JFJ,324.29,0.4
2010-10-28,JFJ,324.3,0.31
2010-10-29,JFJ,324.45,0.51
2010-10-30,JFJ,324.29,0.81
2010-10-31,JFJ,325.04,0.8
2010-11-01,JFJ,324.5,0.46
2010-11-02,JFJ,324.36,0.31
2010-11-03,JFJ,324.33,0.31
2010-11-04,JFJ,324.37,0.28
2010-11-05,JFJ,324.35,0.3
2010-11-06,JFJ,324.39,0.73
2010-11-07,JFJ,324.42,0.53
2010-11-08,JFJ,324.29,0.53
2010-11-09,JFJ,323.95,1.24
2010-11-10,JFJ,324.56,0.71
2010-11-11,JFJ,324.29,0.63
2010-11-12,JFJ,324.3,0.84
2010-11-13,JFJ,324.29,0.49
2010-11-14,JFJ,324.33,0.54
2010-11-15,JFJ,325.06,0.56
2010-11-16,JFJ,324.71,0.55
2010-11-17,JFJ,324.31,0.59
2010-11-18,JFJ,324.42,0.64
2010-11-19,JFJ,324.25,0.37
2010-11-20,JFJ,324.59,0.6
2010-11-21,JFJ,324.57,0.52
2010-11-22,JFJ,324.6,0.3
2010-11-23,JFJ,325.04,0.79
2010-11-24,JFJ,324.91,0.53
2010-11-25,JFJ,324.93,0.59
2010-11-26,JFJ,324.47,0.46
2010-11-27,JFJ,324.29,0.5
2010-11-28,JFJ,324.23,0.56
2010-11-29,JFJ,324.31,0.54
2010-11-30,JFJ,324.3,0.45
2010-12-01,JFJ,324.28,0.47
2010-12-02,JFJ,324.8,0.4
2010-12-03,JFJ,324.67,0.44
2010-12-04,JFJ,324.45,0.5
2010-12-05,JFJ,324.29,0.64
2010-12-06,JFJ,324.21,0.69
2010-12-07,JFJ,324.25,0.62
2010-12-08,JFJ,324.54,0.44
2010-12-09,JFJ,324.69,0.84
2010-12-10,JFJ,324.35,0.56
2010-12-11,JFJ,324.29,0.37
2010-12-12,JFJ,324.33,0.48
2010-12-13,JFJ,324.42,0.49
2010-12-14,JFJ,324.39,0.51
2010-12-15,JFJ,-999999.99,-999.99
2010-12-16,JFJ,324.36,0.47
2010-12-17,JFJ,324.38,0.6
2010-12-18,JFJ,324.5,0.59
2010-12-19,JFJ,324.53,0.71
2010-12-20,JFJ,324.39,0.67
2010-12-21,JFJ,324.35,0.71
2010-12-22,JFJ,324.33,0.54
2010-12-23,JFJ,324.64,0.59
2010-12-24,JFJ,324.83,0.57
2010-12-25,JFJ,324.7,0.36
2010-12-26,JFJ,324.48,0.66
2010-12-27,JFJ,324.3,0.34
2010-12-28,JFJ,324.34,0.51
2010-12-29,JFJ,324.52,0.65
2010-12-30,JFJ,324.45,0.35
2010-12-31,JFJ,324.32,0.33
2011-01-01,JFJ,324.28,0.39
2011-01-02,JFJ,324.2,0.61
2011-01-03,JFJ,324.26,0.48
2011-01-04,JFJ,324.45,0.34
2011-01-05,JFJ,324.22,0.42
2011-01-06,JFJ,324.41,0.48
2011-01-07,JFJ,324.55,0.52
2011-01-08,JFJ,324.47,0.48
2011-01-09,JFJ,324.59,0.67
2011-01-10,JFJ,324.48,0.5
2011-01-11,JFJ,324.51,0.33
2011-01-12,JFJ,324.32,0.5
2011-01-13,JFJ,324.56,0.46
2011-01-14,JFJ,324.57,0.76
2011-01-15,JFJ,324.32,0.6
2011-01-16,JFJ,324.4,0.7
2011-01-17,JFJ,324.5,0.54
2011-01-18,JFJ,324.42,0.49
2011-01-19,JFJ,324.77,0.54
2011-01-20,JFJ,324.78,0.73
2011-01-21,JFJ,324.5,0.45
2011-01-22,JFJ,324.84,0.42
2011-01-23,JFJ,324.51,0.42
2011-01-24,JFJ,324.57,0.32
2011-01-25,JFJ,324.36,0.59
2011-01-26,JFJ,324.49,0.45
2011-01-27,JFJ,324.6,0.49
2011-01-28,JFJ,324.38,0.34
2011-01-29,JFJ,324.39,0.4
2011-01-30,JFJ,324.53,0.35
2011-01-31,JFJ,324.57,0.4
2011-02-01,JFJ,324.41,0.43
2011-02-02,JFJ,324.35,0.59
2011-02-03,JFJ,324.51,0.5
2011-02-04,JFJ,324.87,0.63
2011-02-05,JFJ,324.5,0.46
2011-02-06,JFJ,324.6,0.62
2011-02-07,JFJ,324.74,0.68
2011-02-08,JFJ,324.5,0.33
2011-02-09,JFJ,324.44,0.4
2011-02-10,JFJ,324.45,0.38
2011-02-11,JFJ,324.57,0.34
2011-02-12,JFJ,324.58,0.48
2011-02-13,JFJ,324.51,0.51
2011-02-14,JFJ,324.69,0.68
2011-02-15,JFJ,325.32,0.99
2011-02-16,JFJ,324.76,0.43
2011-02-17,JFJ,324.68,0.58
2011-02-18,JFJ,324.66,0.48
2011-02-19,JFJ,324.52,0.41
2011-02-20,JFJ,324.9,0.69
2011-02-21,JFJ,324.63,0.48
2011-02-22,JFJ,324.58,0.42
2011-02-23,JFJ,324.7,0.63
2011-02-24,JFJ,324.9,0.68
2011-02-25,JFJ,324.49,0.4
2011-02-26,JFJ,324.61,0.51
2011-02-27,JFJ,324.71,0.34
2011-02-28,JFJ,324.96,0.63
2011-03-01,JFJ,324.9,0.76
2011-03-02,JFJ,324.62,0.56
2011-03-03,JFJ,324.73,0.73
2011-03-04,JFJ,324.78,0.5
2011-03-05,JFJ,324.31,0.42
2011-03-06,JFJ,324.37,0.59
2011-03-07,JFJ,324.36,0.41
2011-03-08,JFJ,324.29,0.3
2011-03-09,JFJ,324.58,0.35
2011-03-10,JFJ,324.59,0.46
2011-03-11,JFJ,324.44,0.41
2011-03-12,JFJ,324.84,0.61
2011-03-13,JFJ,324.85,0.83
2011-03-14,JFJ,324.61,0.52
2011-03-15,JFJ,324.63,0.66
2011-03-16,JFJ,324.77,0.59
2011-03-17,JFJ,326.18,1.34
2011-03-18,JFJ,324.75,0.63
2011-03-19,JFJ,325.2,1.04
2011-03-20,JFJ,324.59,0.85
2011-03-21,JFJ,324.59,0.64
2011-03-22,JFJ,324.96,0.69
2011-03-23,JFJ,324.7,0.63
2011-03-24,JFJ,324.63,0.67
2011-03-25,JFJ,324.89,0.58
2011-03-26,JFJ,324.93,0.5
2011-03-27,JFJ,325.12,0.76
2011-03-28,JFJ,325.22,0.49
2011-03-29,JFJ,324.93,0.48
2011-03-30,JFJ,325.37,0.63
2011-03-31,JFJ,324.6,0.57
2011-04-01,JFJ,324.44,0.5
2011-04-02,JFJ,324.87,0.54
2011-04-03,JFJ,324.85,0.44
2011-04-04,JFJ,324.78,0.69
2011-04-05,JFJ,324.5,0.49
2011-04-06,JFJ,324.65,0.37
2011-04-07,JFJ,324.8,0.4
2011-04-08,JFJ,324.22,0.7
2011-04-09,JFJ,324.74,0.32
2011-04-10,JFJ,324.46,0.43
2011-04-11,JFJ,324.6,0.59
2011-04-12,JFJ,325.12,0.42
2011-04-13,JFJ,324.6,0.55
2011-04-14,JFJ,324.67,0.45
2011-04-15,JFJ,324.64,0.56
2011-04-16,JFJ,324.77,0.77
2011-04-17,JFJ,324.72,0.61
2011-04-18,JFJ,324.96,0.61
2011-04-19,JFJ,324.75,0.82
2011-04-20,JFJ,324.94,0.77
2011-04-21,JFJ,324.88,0.84
2011-04-22,JFJ,325.41,1.19
2011-04-23,JFJ,325.87,0.71
2011-04-24,JFJ,325.19,0.52
2011-04-25,JFJ,324.98,0.46
2011-04-26,JFJ,324.94,0.49
2011-04-27,JFJ,325.13,0.36
2011-04-28,JFJ,325.24,0.47
2011-04-29,JFJ,325.1,0.39
2011-04-30,JFJ,325.3,0.43
2011-05-01,JFJ,325.25,0.58
2011-05-02,JFJ,325.14,0.34
2011-05-03,JFJ,324.99,0.56
2011-05-04,JFJ,324.82,0.54
2011-05-05,JFJ,324.79,0.67
2011-05-06,JFJ,324.95,0.77
2011-05-07,JFJ,325.11,0.63
2011-05-08,JFJ,324.95,0.57
2011-05-09,JFJ,324.87,0.5
2011-05-10,JFJ,324.85,0.5
2011-05-11,JFJ,324.84,0.49
2011-05-12,JFJ,325.01,0.86
2011-05-13,JFJ,324.64,0.87
2011-05-14,JFJ,325,0.63
2011-05-15,JFJ,324.82,0.38
2011-05-16,JFJ,324.56,0.48
2011-05-17,JFJ,324.51,0.38
2011-05-18,JFJ,324.82,0.73
2011-05-19,JFJ,325.07,0.49
2011-05-20,JFJ,325.02,0.66
2011-05-21,JFJ,325.04,0.39
2011-05-22,JFJ,325.02,0.42
2011-05-23,JFJ,324.84,0.39
2011-05-24,JFJ,324.9,0.4
2011-05-25,JFJ,325.26,0.96
2011-05-26,JFJ,325.2,0.4
2011-05-27,JFJ,324.9,0.51
2011-05-28,JFJ,324.24,0.51
2011-05-29,JFJ,324.6,0.64
2011-05-30,JFJ,325.17,0.46
2011-05-31,JFJ,325.47,0.51
2011-06-01,JFJ,325.06,0.51
2011-06-02,JFJ,324.96,0.52
2011-06-03,JFJ,324.99,0.48
2011-06-04,JFJ,324.99,0.58
2011-06-05,JFJ,324.79,0.49
2011-06-06,JFJ,324.48,0.57
2011-06-07,JFJ,324.7,0.55
2011-06-08,JFJ,325.1,0.45
2011-06-09,JFJ,325.71,0.88
2011-06-10,JFJ,324.86,0.56
2011-06-11,JFJ,324.99,0.6
2011-06-12,JFJ,324.6,0.69
2011-06-13,JFJ,324.84,0.47
2011-06-14,JFJ,324.61,0.43
2011-06-15,JFJ,324.86,0.48
2011-06-16,JFJ,324.96,0.44
2011-06-17,JFJ,324.62,0.72
2011-06-18,JFJ,324.78,0.52
2011-06-19,JFJ,324.25,0.53
2011-06-20,JFJ,324.64,0.45
2011-06-21,JFJ,324.94,0.54
2011-06-22,JFJ,325,0.43
2011-06-23,JFJ,324.64,0.56
2011-06-24,JFJ,324.18,0.44
2011-06-25,JFJ,324.68,0.55
2011-06-26,JFJ,324.84,0.46
2011-06-27,JFJ,324.89,0.49
2011-06-28,JFJ,324.84,0.38
2011-06-29,JFJ,325.17,0.41
2011-06-30,JFJ,324.61,0.73
2011-07-01,JFJ,324.47,0.47
2011-07-02,JFJ,324.31,0.45
2011-07-03,JFJ,324.17,0.37
2011-07-04,JFJ,324.54,0.59
2011-07-05,JFJ,324.58,0.48
2011-07-06,JFJ,324.73,0.31
2011-07-07,JFJ,324.89,0.46
2011-07-08,JFJ,324.77,0.4
2011-07-09,JFJ,324.76,0.39
2011-07-10,JFJ,324.89,0.55
2011-07-11,JFJ,324.66,0.49
2011-07-12,JFJ,324.95,0.51
2011-07-13,JFJ,324.93,0.69
2011-07-14,JFJ,324.82,0.33
2011-07-15,JFJ,324.21,0.46
2011-07-16,JFJ,324.54,0.44
2011-07-17,JFJ,324.72,0.53
2011-07-18,JFJ,324.47,0.57
2011-07-19,JFJ,324.55,0.38
2011-07-20,JFJ,324.69,0.43
2011-07-21,JFJ,324.57,0.4
2011-07-22,JFJ,324.76,0.69
2011-07-23,JFJ,324.85,0.45
2011-07-24,JFJ,324.58,0.54
2011-07-25,JFJ,324.05,0.54
2011-07-26,JFJ,324.57,0.46
2011-07-27,JFJ,324.78,0.48
2011-07-28,JFJ,325.04,0.37
2011-07-29,JFJ,324.86,0.32
2011-07-30,JFJ,325.2,0.39
2011-07-31,JFJ,324.72,0.38
2011-08-01,JFJ,324.82,0.47
2011-08-02,JFJ,324.56,0.46
2011-08-03,JFJ,325.12,0.42
2011-08-04,JFJ,324.89,0.4
2011-08-05,JFJ,324.89,0.42
2011-08-06,JFJ,324.8,0.44
2011-08-07,JFJ,324.55,0.59
2011-08-08,JFJ,324.25,0.68
2011-08-09,JFJ,324.52,0.39
2011-08-10,JFJ,324.09,0.38
2011-08-11,JFJ,324.64,0.52
2011-08-12,JFJ,324.66,0.4
2011-08-13,JFJ,324.53,0.39
2011-08-14,JFJ,324.9,0.37
2011-08-15,JFJ,324.84,0.42
2011-08-16,JFJ,324.85,0.61
2011-08-17,JFJ,325.07,0.4
2011-08-18,JFJ,325.19,0.38
2011-08-19,JFJ,325.18,0.42
2011-08-20,JFJ,325.05,0.43
2011-08-21,JFJ,325.2,0.36
2011-08-22,JFJ,325.29,0.32
2011-08-23,JFJ,325.5,0.45
2011-08-24,JFJ,325.44,0.35
2011-08-25,JFJ,325.33,0.44
2011-08-26,JFJ,325.39,0.74
2011-08-27,JFJ,324.22,0.66
2011-08-28,JFJ,324.57,0.47
2011-08-29,JFJ,324.65,0.66
2011-08-30,JFJ,324.67,0.43
2011-08-31,JFJ,324.89,0.34
2011-09-01,JFJ,324.92,0.36
2011-09-02,JFJ,324.95,0.43
2011-09-03,JFJ,325.12,0.44
2011-09-04,JFJ,325.19,0.44
2011-09-05,JFJ,324.89,0.42
2011-09-06,JFJ,324.83,0.41
2011-09-07,JFJ,324.77,0.44
2011-09-08,JFJ,325.32,0.68
2011-09-09,JFJ,325.16,0.45
2011-09-10,JFJ,325.27,0.43
2011-09-11,JFJ,325.37,0.56
2011-09-12,JFJ,324.65,0.54
2011-09-13,JFJ,324.86,0.32
2011-09-14,JFJ,324.84,0.31
2011-09-15,JFJ,324.77,0.49
2011-09-16,JFJ,324.93,0.39
2011-09-17,JFJ,325.01,0.4
2011-09-18,JFJ,324.94,0.55
2011-09-19,JFJ,324.91,0.54
2011-09-20,JFJ,325.07,0.56
2011-09-21,JFJ,325.01,0.42
2011-09-22,JFJ,324.96,0.52
2011-09-23,JFJ,325.09,0.37
2011-09-24,JFJ,325.26,0.5
2011-09-25,JFJ,325.59,0.38
2011-09-26,JFJ,325.69,0.35
2011-09-27,JFJ,325.59,0.38
2011-09-28,JFJ,325.66,0.51
2011-09-29,JFJ,325.56,0.44
2011-09-30,JFJ,325.09,0.37
2011-10-01,JFJ,325.2,0.35
2011-10-02,JFJ,325.08,0.32
2011-10-03,JFJ,325.04,0.31
2011-10-04,JFJ,325.08,0.33
2011-10-05,JFJ,325.13,0.29
2011-10-06,JFJ,324.99,0.34
2011-10-07,JFJ,324.71,0.4
2011-10-08,JFJ,325.03,0.49
2011-10-09,JFJ,324.71,0.62
2011-10-10,JFJ,325.15,0.59
2011-10-11,JFJ,325.24,0.43
2011-10-12,JFJ,324.99,0.32
2011-10-13,JFJ,325.12,0.37
2011-10-14,JFJ,324.95,0.43
2011-10-15,JFJ,325.04,0.58
2011-10-16,JFJ,325.18,0.58
2011-10-17,JFJ,325.03,0.38
2011-10-18,JFJ,325.06,0.51
2011-10-19,JFJ,325.01,0.63
2011-10-20,JFJ,324.86,0.49
2011-10-21,JFJ,325.05,0.43
2011-10-22,JFJ,325.1,0.48
2011-10-23,JFJ,325.16,0.45
2011-10-24,JFJ,325.17,0.46
2011-10-25,JFJ,325.52,0.68
2011-10-26,JFJ,325.36,0.37
2011-10-27,JFJ,325.21,0.41
2011-10-28,JFJ,325.26,0.41
2011-10-29,JFJ,325.2,0.36
2011-10-30,JFJ,325.17,0.45
2011-10-31,JFJ,325.17,0.5
2011-11-01,JFJ,325.12,0.47
2011-11-02,JFJ,325.32,0.89
2011-11-03,JFJ,325.63,0.75
2011-11-04,JFJ,326.12,0.7
2011-11-05,JFJ,325.78,0.42
2011-11-06,JFJ,325.39,0.45
2011-11-07,JFJ,325.34,0.35
2011-11-08,JFJ,325.29,0.58
2011-11-09,JFJ,325.37,0.7
2011-11-10,JFJ,325.34,0.59
2011-11-11,JFJ,325.07,0.41
2011-11-12,JFJ,325.09,0.48
2011-11-13,JFJ,325.24,0.47
2011-11-14,JFJ,325.22,0.54
2011-11-15,JFJ,325.06,0.46
2011-11-16,JFJ,325.2,0.62
2011-11-17,JFJ,325.27,0.43
2011-11-18,JFJ,325.18,0.41
2011-11-19,JFJ,325.3,0.48
2011-11-20,JFJ,325.39,0.59
2011-11-21,JFJ,325.5,0.61
2011-11-22,JFJ,325.34,0.66
2011-11-23,JFJ,325.27,0.47
2011-11-24,JFJ,325.24,0.39
2011-11-25,JFJ,325.28,0.33
2011-11-26,JFJ,325.29,0.31
2011-11-27,JFJ,325.41,0.39
2011-11-28,JFJ,325.43,0.29
2011-11-29,JFJ,325.4,0.53
2011-11-30,JFJ,325.37,0.44
2011-12-01,JFJ,325.51,0.46
2011-12-02,JFJ,325.4,0.43
2011-12-03,JFJ,325.39,0.47
2011-12-04,JFJ,325.4,0.53
2011-12-05,JFJ,325.34,0.49
2011-12-06,JFJ,325.29,0.62
2011-12-07,JFJ,325.54,0.97
2011-12-08,JFJ,325.51,0.53
2011-12-09,JFJ,325.37,0.61
2011-12-10,JFJ,325.47,0.52
2011-12-11,JFJ,325.42,0.45
2011-12-12,JFJ,325.36,0.58
2011-12-13,JFJ,325.37,0.65
2011-12-14,JFJ,325.51,0.59
2011-12-15,JFJ,325.28,0.75
2011-12-16,JFJ,325.27,1.14
2011-12-17,JFJ,325.59,0.47
2011-12-18,JFJ,325.65,0.35
2011-12-19,JFJ,325.49,0.45
2011-12-20,JFJ,325.53,0.65
2011-12-21,JFJ,325.41,0.37
2011-12-22,JFJ,325.68,0.58
2011-12-23,JFJ,325.3,0.47
2011-12-24,JFJ,325.6,0.49
2011-12-25,JFJ,325.3,0.36
2011-12-26,JFJ,325.34,0.45
2011-12-27,JFJ,325.42,0.56
2011-12-28,JFJ,325.39,0.45
2011-12-29,JFJ,325.49,0.52
2011-12-30,JFJ,325.32,0.71
2011-12-31,JFJ,325.58,0.68
2012-01-01,JFJ,325.63,0.59
2012-01-02,JFJ,-999999.99,-999.99
2012-01-03,JFJ,325.35,0.58
2012-01-04,JFJ,325.46,0.71
2012-01-05,JFJ,325.34,1.48
2012-01-06,JFJ,325.83,1.06
2012-01-07,JFJ,325.61,0.7
2012-01-08,JFJ,325.45,0.8
2012-01-09,JFJ,325.63,0.5
2012-01-10,JFJ,325.57,0.63
2012-01-11,JFJ,325.56,0.46
2012-01-12,JFJ,325.47,0.44
2012-01-13,JFJ,325.34,0.49
2012-01-14,JFJ,325.59,0.52
2012-01-15,JFJ,325.67,0.47
2012-01-16,JFJ,325.44,0.55
2012-01-17,JFJ,325.51,0.58
2012-01-18,JFJ,325.51,0.61
2012-01-19,JFJ,325.49,0.65
2012-01-20,JFJ,325.66,0.78
2012-01-21,JFJ,325.62,0.61
2012-01-22,JFJ,325.57,0.68
2012-01-23,JFJ,325.44,0.53
2012-01-24,JFJ,325.42,0.66
2012-01-25,JFJ,325.47,0.51
2012-01-26,JFJ,325.52,0.54
2012-01-27,JFJ,325.59,0.59
2012-01-28,JFJ,326.56,1.14
2012-01-29,JFJ,325.45,0.59
2012-01-30,JFJ,325.52,0.33
2012-01-31,JFJ,326.17,0.98
2012-02-01,JFJ,325.89,0.69
2012-02-02,JFJ,325.86,0.41
2012-02-03,JFJ,325.91,0.9
2012-02-04,JFJ,325.61,0.52
2012-02-05,JFJ,325.44,0.6
2012-02-06,JFJ,325.46,0.45
2012-02-07,JFJ,325.58,0.54
2012-02-08,JFJ,325.49,0.54
2012-02-09,JFJ,325.59,0.48
2012-02-10,JFJ,325.64,0.65
2012-02-11,JFJ,325.44,0.42
2012-02-12,JFJ,325.71,0.5
2012-02-13,JFJ,325.44,0.44
2012-02-14,JFJ,325.45,0.33
2012-02-15,JFJ,325.93,0.5
2012-02-16,JFJ,325.59,0.36
2012-02-17,JFJ,325.49,0.33
2012-02-18,JFJ,325.37,0.38
2012-02-19,JFJ,325.68,0.51
2012-02-20,JFJ,325.47,0.57
2012-02-21,JFJ,325.74,1.1
2012-02-22,JFJ,325.37,0.31
2012-02-23,JFJ,325.47,0.32
2012-02-24,JFJ,325.49,0.45
2012-02-25,JFJ,325.43,0.37
2012-02-26,JFJ,325.6,0.62
2012-02-27,JFJ,325.55,0.61
2012-02-28,JFJ,325.52,0.61
2012-02-29,JFJ,325.75,0.55
2012-03-01,JFJ,325.53,0.48
2012-03-02,JFJ,325.48,0.79
2012-03-03,JFJ,325.74,0.71
2012-03-04,JFJ,325.8,0.7
2012-03-05,JFJ,325.73,0.63
2012-03-06,JFJ,325.99,0.86
2012-03-07,JFJ,325.69,0.88
2012-03-08,JFJ,325.72,0.92
2012-03-09,JFJ,325.22,1.06
2012-03-10,JFJ,325.14,0.66
2012-03-11,JFJ,325.46,0.81
2012-03-12,JFJ,325.41,0.72
2012-03-13,JFJ,325.29,0.8
2012-03-14,JFJ,325.39,0.59
2012-03-15,JFJ,325.32,0.69
2012-03-16,JFJ,325.47,0.35
2012-03-17,JFJ,326.09,0.79
2012-03-18,JFJ,325.97,0.42
2012-03-19,JFJ,325.74,0.56
2012-03-20,JFJ,325.64,0.27
2012-03-21,JFJ,-999999.99,-999.99
2012-03-22,JFJ,-999999.99,-999.99
2012-03-23,JFJ,-999999.99,-999.99
2012-03-24,JFJ,-999999.99,-999.99
2012-03-25,JFJ,-999999.99,-999.99
2012-03-26,JFJ,-999999.99,-999.99
2012-03-27,JFJ,-999999.99,-999.99
2012-03-28,JFJ,-999999.99,-999.99
2012-03-29,JFJ,-999999.99,-999.99
2012-03-30,JFJ,-999999.99,-999.99
2012-03-31,JFJ,-999999.99,-999.99
2012-04-01,JFJ,-999999.99,-999.99
2012-04-02,JFJ,-999999.99,-999.99
2012-04-03,JFJ,-999999.99,-999.99
2012-04-04,JFJ,-999999.99,-999.99
2012-04-05,JFJ,-999999.99,-999.99
2012-04-06,JFJ,-999999.99,-999.99
2012-04-07,JFJ,-999999.99,-999.99
2012-04-08,JFJ,-999999.99,-999.99
2012-04-09,JFJ,-999999.99,-999.99
2012-04-10,JFJ,-999999.99,-999.99
2012-04-11,JFJ,-999999.99,-999.99
2012-04-12,JFJ,-999999.99,-999.99
2012-04-13,JFJ,-999999.99,-999.99
2012-04-14,JFJ,-999999.99,-999.99
2012-04-15,JFJ,-999999.99,-999.99
2012-04-16,JFJ,-999999.99,-999.99
2012-04-17,JFJ,-999999.99,-999.99
2012-04-18,JFJ,-999999.99,-999.99
2012-04-19,JFJ,-999999.99,-999.99
2012-04-20,JFJ,325.59,0.36
2012-04-21,JFJ,325.78,0.39
2012-04-22,JFJ,325.6,0.52
2012-04-23,JFJ,325.74,0.46
2012-04-24,JFJ,325.84,0.49
2012-04-25,JFJ,325.86,0.84
2012-04-26,JFJ,325.52,0.78
2012-04-27,JFJ,325.41,0.67
2012-04-28,JFJ,325.91,1.14
2012-04-29,JFJ,325.58,1.12
2012-04-30,JFJ,325.49,0.59
2012-05-01,JFJ,325.73,0.53
2012-05-02,JFJ,325.63,0.7
2012-05-03,JFJ,325.59,0.63
2012-05-04,JFJ,325.72,0.43
2012-05-05,JFJ,325.65,0.38
2012-05-06,JFJ,325.77,0.4
2012-05-07,JFJ,325.77,0.36
2012-05-08,JFJ,325.52,0.47
2012-05-09,JFJ,325.64,0.51
2012-05-10,JFJ,325.52,0.51
2012-05-11,JFJ,325.57,0.36
2012-05-12,JFJ,325.86,0.44
2012-05-13,JFJ,325.54,0.76
2012-05-14,JFJ,325.32,0.42
2012-05-15,JFJ,325.72,0.58
2012-05-16,JFJ,325.83,0.53
2012-05-17,JFJ,325.38,0.46
2012-05-18,JFJ,325.72,0.45
2012-05-19,JFJ,325.82,0.67
2012-05-20,JFJ,325.79,0.7
2012-05-21,JFJ,325.89,0.74
2012-05-22,JFJ,325.87,0.74
2012-05-23,JFJ,326.28,0.7
2012-05-24,JFJ,325.84,0.42
2012-05-25,JFJ,325.8,0.45
2012-05-26,JFJ,326.01,0.5
2012-05-27,JFJ,326,0.5
2012-05-28,JFJ,325.89,0.5
2012-05-29,JFJ,326.04,0.64
2012-05-30,JFJ,325.8,0.43
2012-05-31,JFJ,325.89,0.38
2012-06-01,JFJ,325.79,0.36
2012-06-02,JFJ,325.71,0.34
2012-06-03,JFJ,325.89,0.51
2012-06-04,JFJ,325.66,0.37
2012-06-05,JFJ,325.31,0.65
2012-06-06,JFJ,325.47,0.61
2012-06-07,JFJ,325.51,0.67
2012-06-08,JFJ,325.71,0.46
2012-06-09,JFJ,325.88,0.85
2012-06-10,JFJ,325.87,0.63
2012-06-11,JFJ,325.53,0.5
2012-06-12,JFJ,325.6,0.5
2012-06-13,JFJ,326.14,0.39
2012-06-14,JFJ,325.21,0.37
2012-06-15,JFJ,325.45,0.4
2012-06-16,JFJ,325.66,0.45
2012-06-17,JFJ,325.93,0.46
2012-06-18,JFJ,326.07,0.42
2012-06-19,JFJ,325.88,0.49
2012-06-20,JFJ,325.72,0.51
2012-06-21,JFJ,325.27,0.5
2012-06-22,JFJ,325.36,0.37
2012-06-23,JFJ,325.19,0.41
2012-06-24,JFJ,325.38,0.45
2012-06-25,JFJ,325.53,0.52
2012-06-26,JFJ,325.62,0.39
2012-06-27,JFJ,325.27,0.4
2012-06-28,JFJ,325.78,0.36
2012-06-29,JFJ,325.95,0.37
2012-06-30,JFJ,326.07,0.41
2012-07-01,JFJ,325.99,0.49
2012-07-02,JFJ,325.51,0.68
2012-07-03,JFJ,325.24,0.44
2012-07-04,JFJ,325.4,0.35
2012-07-05,JFJ,325.39,0.39
2012-07-06,JFJ,325.4,0.29
2012-07-07,JFJ,325.22,0.37
2012-07-08,JFJ,325.5,0.56
